id,name,description,type,is_collection,property_count,method_count,hierarchy,role
interface_498,Inertias,A collection of all inertia objects currently managed by the application.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \Inertias\",Unknown
interface_499,InstanceFactory,Represents the CATIAInstanceFactory.,Object,false,0,8,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Factory\, \InstanceFactory\","This interface is used to create a new instance of a shape reference ( ShapeInstance ) or a hybrid shape reference ( HybridShapeInstance ) in case of the instantiation of a User Feature It is also used to instantiate a Power Copy reference. This interface contains two protocols of instantiation: The first protocol is dedicated to User Feature instantiation only. It is defined by a single method: AddInstance . It creates a shape or hybrid shape instance depending on the result of the User Feature . Use this method when you want to perform only one instantiation of the reference. Read the document containing the User Feature reference and instantiate it. As the document containing the reference is released from the session at the end of the instantiation, it is not recommmended to use this method if you want to perform several instantiations of the same reference in a loop. In that case, prefer the second protocol of instantiation. The second protocol is dedicated to both User Feature and Power Copy instantiations. It is defined by several methods that must be called in order. For User Feature instantiation, these methods are an alternative way of the AddInstance method. It is recommended to use the second protocol to perform several instantiations of the same reference in a loop. For Power Copy instantiation, it is the only way of instantiating a reference. The instantiation process is composed of three major steps: The first step <a href=""""#"""" onclick=""""openLink('','BeginInstanceFactory');re..."
interface_500,IntParam,Represents the integer parameter.,Object,false,5,4,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Parameter\, \IntParam\",Unknown
interface_501,InteropSettingAtt,"Represents the object to handle the setting parameters of the """"V4 Data Reading"""" tab page.",Object,false,7,14,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \InteropSettingAtt\","This interface is implemented by a component named CATV4IInteropSettingCtrl which represents the controller of the Setting. The setting parameters of the tab are the following: """"Display only elements with Sensitive Attribute"""" """"Display 3D elements labels"""" """"Open in Light Mode: 2D Data are not taken into account"""" """"Reading Code page"""" """"PROJECT File Path"""" """"DLNAME"""" """"Prj Warn"""" """"Characters Equivalence Table Path"""" To access this property page: Click the Options command in the Tools menu Click + left of General to unfold the workbench list Click Compatibility This interface defines: A method to get each parameter A method to set the value of each parameter A method to lock/unlock each parameter A method to retrieve the informations concerning each parameter ."
interface_502,Intersect,Represents the intersect boolean operation.,Object,false,0,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \Intersect\",Unknown
interface_504,Items,The collection of items related to the current activity.,Collection,true,0,6,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \Items\",Unknown
interface_505,Joint,Interface to manage the Joint object.,Object,false,7,4,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Activity\, \Joint\",Unknown
interface_506,Joints,A collection of all Joint entities currently managed by the application.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Activity\, \Joints\",Unknown
interface_507,KinematicsWorkbench,Interface to access all Kinematics entities.,Collection,true,1,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Workbench\, \KinematicsWorkbench\",Unknown
interface_508,KnowledgeActivateObject,Interface to access a CATIAKnowledgeActivableObject.,Object,false,1,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \KnowledgeObject\, \KnowledgeActivateObject\",Unknown
interface_509,KnowledgeObject,Interface to access a CATIAKnowledgeObject.,Object,false,2,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \KnowledgeObject\",Unknown
interface_510,KnowledgeSheetSettingAtt,The interface to access a CATIAKnowledgeSheetSettingAtt.,Object,false,7,14,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \KnowledgeSheetSettingAtt\",Unknown
interface_511,LanguageSheetSettingAtt,The interface to access a CATIALanguageSheetSettingAtt.,Object,false,5,10,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \LanguageSheetSettingAtt\",Unknown
interface_512,Law,Represents the Law object.,Object,false,0,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \HybridShape\, \Law\",Unknown
interface_513,Layout2DFactory,,Object,false,0,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Layout2DFactory\",Unknown
interface_514,Layout2DRoot,Interface to manage the 2D Layout root.,Collection,true,7,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Layout2DRoot\",Unknown
interface_515,Layout2DSettingAtt,The interface to access a CATIA2DLSettingAtt.,Object,false,15,20,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \Layout2DSettingAtt\",Unknown
interface_516,Layout2DSheet,The interface to access a Layout2D Sheet.,Collection,true,11,7,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Layout2DSheet\",Unknown
interface_517,Layout2DSheets,A collection of all the Layout sheets 2DL currently managed by the LayoutRoot.,Collection,true,1,4,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \Layout2DSheets\",Unknown
interface_518,Layout2DView,The interface to access a Layout2D View.,Collection,true,15,7,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Layout2DView\",Unknown
interface_519,Layout2DViews,,Collection,true,1,7,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \Layout2DViews\",Unknown
interface_520,Length,Represents the length parameter.,Object,false,0,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Parameter\, \RealParam\, \Dimension\, \Length\",Unknown
interface_521,LibTabSettingAtt,,Object,false,0,12,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \LibTabSettingAtt\",Unknown
interface_522,LicenseSettingAtt,Interface to handle the licensing settings.,Object,false,5,18,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \LicenseSettingAtt\",This interface is implemented by a component which represents the controller of the static Licenses. To access this property page: Click the Options command in the Tools menu Click General Click the Licensing Property Page This interface defines: A method to set each License A method to get the value of each License A method to lock/unlock each parameter A method to retrieve the information concerning each parameter .
interface_523,LightSource,Represents the light source.,Object,false,0,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \LightSource\",Unknown
interface_524,LightSources,A collection of all the LightSource objects.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \LightSources\",Unknown
interface_525,Limit,Represents the limit of a prism or a hole shape.,Object,false,3,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Limit\",Unknown
interface_526,Line,Represents the hybrid shape Line feature object.,Object,false,2,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Line\","Declare hybrid shape Line root feature object. All interfaces for different type of Line derivates HybridShapeLine. Use the CATIAHybridShapeFactory to create a HybridShapeLine objects. See also: HybridShapeFactory Property Index FirstUptoElem Role : Gets the First upto element of the line. SecondUptoElem Role : Gets the Second upto element of the line. Method Index GetDirection Role : Returns the unit-vector pointing in the direction of the line. GetOrigin Role : Returns the origin of the line. PutDirection Role : Sets the unit-vector pointing in the direction of the line. Properties o Property FirstUptoElem ( ) As activateLink('Reference','Reference') Role : Gets the First upto element of the line. Parameters: oFirstUpto Returns: HRESULT S_OK if Ok E_FAIL else o Property SecondUptoElem ( ) As activateLink('Reference','Reference') Role : Gets the Second upto element of the line. Parameters: oSecondUpto Returns: HRESULT S_OK if Ok E_FAIL else ..."
