id,name,description,type,is_collection,property_count,method_count,hierarchy,role
interface_174,Check,Represents the check relation.,Object,false,2,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ExpertRuleBaseComponentRuntime\, \Check\",Unknown
interface_175,CircPattern,Represents the circular pattern.,Object,false,7,7,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Shape\, \TransformationShape\, \Pattern\, \CircPattern\",Unknown
interface_176,Circle2D,Class defining a circle in 2D Space.,Object,false,2,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \GeometricElement\, \Geometry2D\, \Curve2D\, \Circle2D\",Unknown
interface_177,Clash,Represents the Clash object.,Collection,true,8,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Clash\",Unknown
interface_178,ClashResult,Represents the ClashResult object.,Collection,true,1,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ClashResult\",Unknown
interface_179,ClashResults,A collection of all ClashResult objects currently managed by the application.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \ClashResults\",Unknown
interface_180,Clashes,A collection of all Clash objects currently managed by the application.,Collection,true,0,4,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \Clashes\",Unknown
interface_181,CloseSurface,Represents the Close feature.,Object,false,0,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Shape\, \SurfaceBasedShape\, \CloseSurface\",Unknown
interface_183,CollisionFreeWalk,Interface representing Collision free walk activity.,Object,false,2,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Activity\, \WorkerActivity\, \WalkActivity\, \CollisionFreeWalk\",Unknown
interface_184,ColorESSObjectSettingAtt,The interface to access a CATIAColorESSObjectSettingAtt.,Object,false,0,8,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \ColorESSObjectSettingAtt\",Unknown
interface_185,ColorSTDObjectSettingAtt,The interface to access a CATIAColorSTDObjectSettingAtt.,Object,false,0,8,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \ColorSTDObjectSettingAtt\",Unknown
interface_186,CommandStatisticsSettingAtt,Interface for Command statistic ControlerRole: the command statistics controler manages the values of all or only a part of the attributes available for the thematic.,Object,false,0,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \GeneralStatisticsSettingAtt\, \CommandStatisticsSettingAtt\",Unknown
interface_187,CompositeTolerance,Interface for accessing composite tolerance on a TPS.,Object,false,2,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \CompositeTolerance\",Unknown
interface_188,CompositesMaterial,Represents a Composites Material object.,Object,false,8,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \CompositesMaterial\",Unknown
interface_189,Conflict,Represents the Conflict object.,Object,false,7,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Conflict\",Unknown
interface_190,Conflicts,A collection of all Conflict objects currently detected by a Clash object.,Collection,true,0,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \Conflicts\",Unknown
interface_191,ConstRadEdgeFillet,Represents the edge fillet shape with a constant radius.,Collection,true,2,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Shape\, \DressUpShape\, \Fillet\, \EdgeFillet\, \ConstRadEdgeFillet\",Unknown
interface_192,Constraint,"A geometric constraint set for geometric elements of a part, a sketch, or a product.",Object,false,11,7,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ABQInteraction\, \Constraint\",Unknown
interface_193,ConstraintSatisfaction,Represents the set of equation.,Object,false,0,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \KnowledgeObject\, \KnowledgeActivateObject\, \Relation\, \SetOfEquation\, \ConstraintSatisfaction\",Unknown
interface_194,Constraints,"A collection of all geometric constraints set on a part, a sketch, or a product.",Collection,true,2,5,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \Constraints\",Unknown
interface_195,ControlPoint2D,Class defining a spline control point in 2D Space.,Object,false,1,4,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \GeometricElement\, \Geometry2D\, \Point2D\, \ControlPoint2D\",Unknown
interface_196,ControledRadius,Interface for accessing Controled Radius modifier on a linear TPS .,Object,true,1,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \ControledRadius\",Unknown
interface_197,Curve2D,Class defining a curve in 2D Space.,Object,false,4,10,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \GeometricElement\, \Geometry2D\, \Curve2D\",Unknown
interface_198,CurveFastener,Interface DELMIACurveFastener DELMIACurveFastener represent body in white fasteners of type curve.,Object,false,0,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Fastener\, \CurveFastener\",Unknown
interface_199,CylindricalFace,2-D boundary with a cylindrical geometry.,Object,false,0,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Reference\, \Boundary\, \Face\, \CylindricalFace\","This Boundary object may be, for example, the lateral face of a cylinder. You will create a CylindricalFace object using the Shapes.GetBoundary HybridShapes.GetBoundary Sketches.GetBoundary or Selection.SelectElement2 method. Then, you pass it to the operator (such as ShapeFactory.AddNewCircPattern ). The lifetime of a CylindricalFace object is limited, see Boundary @sample Example: This example asks the end user to select a shape to pattern and a cylindrical face, and creates a circular pattern of the shape. The cylindrical face specifies the rotation axis. Dim InputObjectType(0) Set Document = CATIA.ActiveDocument Set Selection = Document.Selection 'We propose to the user that he select the shape to pattern InputObjectType(0)=""""SketchBasedShape"""" Status=Selection.SelectElement2(InputObjectType,""""Select the shape to pattern"""",true) if (Status = """"cancel"""") then Exit Sub Set Shape = Selection.Item(1).Value Selection.Clear 'We propose to the user that he select the cylindrical face InputObjectType(0)=""""CylindricalFace"""" Status=Selection.SelectElement2(InputObjectType,""""Select the cylindrical face"""",true) if (Status = """"cancel"""") then Exit Sub Set CylindricalFace = Selection.Item(1).Value Set RotationCenter = Document.Part.CreateReferenceFromName("""""""") Set CircPattern = ShapeFactory.AddNewCircPattern(Shape,1,4,20.0,45.0,1,4,RotationCenter,CylindricalFace,True,0.0,True) Document.Part.Update ."
interface_200,D5Device,Interface representing a D5 Device.,Object,false,0,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \BasicDevice\, \D5Device\","This interface is used to interact with devices that are available in the Device Building workbench. This interfaces is derived from BasicDevice to support specific properties for D5 devices. The following code snippet can be used to obtain a device in a CATProduct document. Dim objDevice As BasicDevice set objDevice = CATIA.ActiveDocument.Product.GetTechnologicalObject(""""BasicDevice"""") Dim objD5Device as D5Device Set objD5Device = objDevice ."
interface_201,DLNameSettingAtt,Interface to handle the DLNames.,Object,false,2,13,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \DLNameSettingAtt\",This interface is implemented by a component which represents the controller of the DLNames. This interface defines: A method to set each DLName A method to get the value of each DLName A method to lock/unlock each parameter A method to retrieve the informations concerning each parameter .
interface_202,DMOOffset,Interface to access a CATIADMOOffset.,Object,false,0,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DMOOffset\",Unknown
interface_203,DMOOffsets,Interface to access a CATIADMOOffsets and compute Offsets.,Collection,true,0,8,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \DMOOffsets\",Unknown
interface_204,DMOThickness,Interface to access a CATIADMOThickness.,Object,true,0,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DMOThickness\",Unknown
interface_205,DMOThicknesses,Interface to access a CATIADMOThicknesses and compute Thicknesses.,Collection,true,0,6,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \DMOThicknesses\",Unknown
interface_206,DMUDataFlow,Allows the DMU Data Flow Management within the DMU Navigator environment.,Object,false,0,5,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DMUDataFlow\",Unknown
interface_207,DMUTolSettingAtt,Represents the DMU Tolerancing setting controller object.,Object,false,4,12,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \DMUTolSettingAtt\",The DMU Tolerancing setting controller object deals with the setting parameters displayed in: The DMU Tolerancing property page for the Related Surface Color and the Design Mode setting parameters. To access this property page: Click the Options command in the Tools menu Click + left of Digital Mockup to unfold the workbench list Click DMU Tolerancing Review The Cgr Management property page for the Save in CGR setting parameter. To access this property page: Click the Options command in the Tools menu Click + left of Infrastructure to unfold the workbench list Click Product Structure Click the Cgr Management property page The Save in CGR setting parameter represents the state of the check button named: Save FTA 3D Annotation representation in CGR. .
interface_208,DNB3DState,,Object,false,0,8,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DNB3DState\",Unknown
interface_209,DNB3DStateMgmt,,Object,false,0,4,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DNB3DStateMgmt\",Unknown
interface_210,DNBAttachment,Interface representing xxx.,Object,false,0,6,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DNBAttachment\","Components that implement DNBIABasicDevice are ... Do not use the DNBIAMRLAttachment interface for such and such ClassReference, Class#MethodReference, #InternalMethod... Method Index GetChildMA Get the Child Manufacturing Assembly of the Attachment GetChild Get the Child Product of the Attachment. GetParentMA Get the Parent Manufacturing Assembly of the Attachment. GetParent Get the Parent Product of the Attachment. IsChildMA Get whether the Child is a Manufacturing Assembly IsParentMA Get whether the Parent is a Manufacturing Assembly Methods o Sub GetChildMA ( activateLink('CATBaseDispatch','CATBaseDispatch') oChildMA ) Get the Child Manufacturing Assembly of the Attachment Parameters: oChildMA This out parameter contains Child Manufacturing Assembly of the Attachment . Returns: HRESULT indicate whether function succeeded. It fails if the Child is not a Manufacturing Assembly o Sub GetChild ( activateLink('Product','Product') oChild ) Get the Child Product of the Attachment. Parameters: oChild This out parameter contains the Child Product . Returns: HRESULT indicate wheth..."
interface_211,DNBAttachmentFactory,Interface representing xxx.,Object,false,0,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DNBAttachmentFactory\","Components that implement DNBIABasicDevice are ... Do not use the DNBIAMRLAttachmentFactory interface for such and such ClassReference, Class#MethodReference, #InternalMethod... Method Index Attach Attach a Product/MA with another Product/MA Remove Remove an attachment. Methods o Sub Attach ( activateLink('CATBaseDispatch','CATBaseDispatch') iParent , activateLink('CATBaseDispatch','CATBaseDispatch') iChild , activateLink('CATBaseDispatch','CATBaseDispatch') oAttachment ) Attach a Product/MA with another Product/MA Parameters: iParent This input parameter contains the Parent product/MA of the attachment to be created iChild This input parameter contains the Child product/MA of the attachment to be created oAttachment This output parameter contains the attachment that is created. Returns: An HRESULT o Sub Remove ( activateLink('CATBaseDispatch','CATBaseDispatch') iAttachment ) Remove an attachment. Parameters: iAttachment This input parameter contains the Attachment to be deleted. Returns: An HRESULT ."
interface_212,DNBFastenerItemServices,,Object,true,0,8,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DNBFastenerItemServices\",Unknown
interface_213,DOFState,Interface representing a Basic Device from which to get DOFState.,Object,false,0,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DOFState\","This interface is used to interact with devices DOF state that are available in the Device Building workbench. This includes devices created in both V5 and D5. The following code snippet can be used to obtain a device in a CATProduct document. Dim objDevice As DOFState set objDevice = CATIA.ActiveDocument.Product.GetTechnologicalObject(""""DOFState"""") ."
interface_214,DatumSimple,Interface for Simple Datum TPS .,Object,false,2,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DatumSimple\",Unknown
interface_215,DatumTarget,Interface for Datum Target TPS .,Object,false,2,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DatumTarget\",Unknown
interface_216,DefaultAnnotation,This interface is used to get information about default annotation.,Object,false,2,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DefaultAnnotation\",Unknown
interface_217,DesignTable,Represents the DesignTable object.,Object,false,5,5,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \KnowledgeObject\, \KnowledgeActivateObject\, \Relation\, \DesignTable\",Unknown
interface_218,DevAnalysisSettingAtt,Interface to handle parameters of Infrastructure-DELMIA Infrastructure-Device Analysis Tools Options Tab page.,Object,false,8,16,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \DevAnalysisSettingAtt\",This interface is implemented by a component which represents the controller of Device Analysis Tools Options parameter settings. Methods to set value of each parameter xxx Methods to get value of each parameter xxx Methods to get information on each parameter xxx Methods to lock/unlock value of each parameter xxx Here is the list of parameters to use and their meaning: TravelLimit : defines what behavior you can expect when the DOF travel limits are exeeded. VelocityLimit : defines what behavior you can expect when the DOF speed limits are exeeded. AccelLimit : defines what behavior you can expect when the DOF acceleration limits are exeeded. CautionZone : defines what behavior you can expect when the DOF caution zone limits are exeeded. TravelColor : defines the highlight color to be used when the DOF travel limits are exceeded. VelocityColor : defines the highlight color to be used when the DOF speed limits are exceeded. AccelColor : defines the highlight color to be used when the DOF acceleration limits are exceeded. CautionColor : defines the highlight color to be used when the DOF caution zone limits are exceeded. .
interface_219,DeviceJointRelations,INTERFACE : DNBIADeviceJointRelationsDESCRIPTION This interface allows to assign symbolic kinematic relations to Mechanism joints.,Object,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DeviceJointRelations\",Unknown
interface_220,Dimension,Represents the dimension parameter.,Object,false,1,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Dimension\",Unknown
interface_221,Dimension3D,,Object,false,0,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Dimension3D\",Unknown
interface_222,DimensionLimit,Represents the limit object of tolerance dimensions.,Object,false,5,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DimensionLimit\",Unknown
interface_223,DimensionPattern,Interface to dimension pattern.,Object,false,1,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DimensionPattern\",Unknown
interface_224,DisconnectionSettingAtt,Represents the base object to handle the parameters of automatic disconnection.,Object,false,2,4,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \DisconnectionSettingAtt\",Unknown
interface_225,Distance,Represents the Distance object.,Collection,true,13,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Distance\",Unknown
interface_226,Distances,A collection of all Distance objects currently managed by the application.,Collection,true,0,4,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \Distances\",Unknown
interface_227,Document,Represents the document.,Collection,true,9,12,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Document\",Unknown
interface_228,DocumentationSettingAtt,Setting controller for the Help property tab page.,Object,false,4,8,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \DocumentationSettingAtt\",This interface is implemented by a component which represents the controller of the documentation settings.
interface_229,Documents,A collection of all the Document objects currently managed by the application.,Collection,true,0,5,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \Documents\",Unknown
interface_230,Draft,Represents the draft shape.,Collection,true,3,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Draft\",Unknown
interface_231,DraftDomain,Represents the draft domain.,Collection,true,6,5,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DraftDomain\",Unknown
interface_232,DraftDomains,The collection of draft domains used by the draft shape.,Collection,true,0,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \DraftDomains\",Unknown
interface_233,DraftingPageSetup,Represents the page setup for the drawing documents.,Object,false,3,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \PageSetup\, \DraftingPageSetup\",Unknown
interface_234,DraftingSettingAtt,Manages drafting settings.,Object,false,13,20,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \DraftingSettingAtt\",Unknown
interface_235,DrawingArrow,Represents a drawing arrow in a drawing view.,Object,false,6,8,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DrawingArrow\",Unknown
interface_236,DrawingArrows,A collection of all the drawing arrows currently managed by a drawing view of drawing sheet in a drawing document.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \DrawingArrows\",Unknown
interface_237,DrawingComponent,Represents a drawing component instance in a drawing view.,Object,false,3,10,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DrawingComponent\",Unknown
interface_238,DrawingComponents,A collection of all the drawing components currently managed by a drawing view of drawing sheet in a drawing document.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \DrawingComponents\",Unknown
interface_239,DrawingDimExtLine,Manages extension lines of a dimension in drawing view.,Object,false,4,12,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DrawingDimExtLine\",Unknown
interface_240,DrawingDimLine,Manages dimension line of a dimension in drawing view.,Object,false,7,8,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DrawingDimLine\",Unknown
interface_241,DrawingDimValue,Manages dimension value of a dimension in drawing view.,Object,false,5,19,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DrawingDimValue\",Unknown
interface_242,DrawingDimension,Represents a drawing dimension in a Drawing view.,Collection,true,15,11,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DrawingDimension\",Unknown
interface_243,DrawingDimensions,A collection of all the drawing dimensions currently managed by a drawing view of drawing sheet in a drawing document.,Collection,true,0,4,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \DrawingDimensions\",Unknown
interface_244,DrawingDocument,Represents the Document object for drawings.,Collection,true,5,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Document\, \DrawingDocument\",Unknown
interface_245,DrawingLeader,Represents a drawing leader in a drawing view.,Object,false,6,8,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DrawingLeader\",Unknown
interface_246,DrawingLeaders,A collection of all the drawing leaders currently managed by a drawing view of drawing sheet in a drawing document.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \DrawingLeaders\",Unknown
interface_247,DrawingPageSetup,Represents the page setup for the drawing documents.,Object,false,3,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \PageSetup\, \DrawingPageSetup\",Unknown
interface_248,DrawingPicture,Represents a drawing picture in a drawing view.,Object,false,8,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DrawingPicture\",Unknown
interface_249,DrawingPictures,A collection of all the drawing pictures currently managed by a drawing view of drawing sheet in a drawing document.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \DrawingPictures\",Unknown
interface_250,DrawingRoot,Represents the drawing object in drawing documents. Warning.,Collection,true,5,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DrawingRoot\",Unknown
interface_251,DrawingSheet,Represents a drawing sheet of the drawing document.,Collection,true,9,14,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DrawingSheet\",Unknown
interface_252,DrawingSheets,A collection of all the drawing sheets currently managed by the drawing document. Warning.,Collection,true,1,4,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \DrawingSheets\",Unknown
interface_253,DrawingTable,Represents a drawing table in a drawing view.,Collection,true,6,20,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DrawingTable\",Unknown
interface_254,DrawingTables,A collection of all the drawing tables currently managed by a drawing view of drawing sheet in a drawing document.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \DrawingTables\",Unknown
interface_255,DrawingText,Represents a drawing text in a drawing view.,Collection,true,8,10,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DrawingText\",Unknown
interface_256,DrawingTextProperties,Represents the properties of a drawing text in a drawing view.,Object,true,15,2,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \DrawingTextProperties\",Unknown
interface_257,DrawingTextRange,"Represents a drawing text range, or contiguous area, in a drawing text.",Object,false,4,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \DrawingTextRange\",Unknown
interface_258,DrawingTexts,A collection of all the drawing texts currently managed by a drawing view of drawing sheet in a drawing document.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \DrawingTexts\",Unknown
interface_259,DrawingThread,Represents a drawing thread in a drawing view.,Collection,true,1,1,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DrawingThread\",Unknown
interface_260,DrawingThreads,A collection of all the drawing threads currently managed by a drawing view of drawing sheet in a drawing document.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \DrawingThreads\",Unknown
interface_261,DrawingView,Represents a drawing view in a drawing sheet.,Collection,true,15,11,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DrawingView\",Unknown
interface_262,DrawingViewGenerativeBehavior,Represents the generative behavior of a drawing view.,Collection,true,10,20,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \DrawingViewGenerativeBehavior\",Unknown
interface_263,DrawingViewGenerativeLinks,Represents the generative links of a drawing view.,Object,true,0,5,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \DrawingViewGenerativeLinks\",Unknown
interface_264,DrawingViews,A collection of all the drawing views currently managed by a drawing sheet in a drawing document. Warning.,Collection,true,1,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \DrawingViews\",Unknown
interface_265,DrawingWelding,Represents a drawing welding in a drawing view.,Collection,true,6,7,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \DrawingWelding\",Unknown
interface_266,DrawingWeldings,A collection of all the drawing weldings currently managed by a drawing view of drawing sheet in a drawing document.,Collection,true,0,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \DrawingWeldings\",Unknown
interface_267,DressUpShape,Represents the shapes built with other shape sub-elements such as faces or edges.,Object,false,0,0,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Shape\, \DressUpShape\",Unknown
interface_268,Dressup,Interface to access the Dressup object.,Object,false,2,3,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \Dressup\",Unknown
interface_269,Dressups,A collection of all Dressup entities currently managed by the application.,Collection,true,0,5,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \Collection\, \Dressups\",Unknown
interface_270,DynLicenseSettingAtt,Interface to handle the dynamic licensing settings.,Object,false,0,6,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \SettingController\, \DynLicenseSettingAtt\","This interface is implemented by a component which represents the controller of the dynamic Licenses. To access this property page: Click the Options command in the Tools menu Click General Click the Shareable Products Property Page This interface defines: A method to lock/unlock each parameter A method to retrieve the information concerning each parameter Note that when a license is selected, no information is written in the settings, only the lock status is written in the settings. Method Index GetLicenseInfo Retrieves the state of a given License. GetLicense The method is not relevant for the settings. GetLicensesListInfo Retrieves information about the LicensesList setting locking state (global lock for the LicensesList). GetLicensesList Retrieves the List of the Licenses. SetLicenseLock Locks or unlocks the License setting parameter. SetLicensesListLock Locks or unlocks the LicensesList setting parameter. Methods o Func GetLicenseInfo ( activateLink('CATBSTR','CATBSTR') iLicense , activateLink('CATBSTR','CATBSTR') ioAdminLevel , activateLink('CATBSTR','CATBSTR') ioLocked ) As activateLink('boolean','boolean') ..."
interface_271,E5Property,Interface to access object properties. Note.,Object,false,0,8,"\IUnknown\, \IDispatch\, \CATBaseUnknown\, \CATBaseDispatch\, \AnyObject\, \E5Property\","This interface allow user to access and edit properties for those V5 objects who were loaded from E5. Note For Mapped attributes implementation will access V5 Model Object. For unmapped attributes Implementation will access them in PPR Server. This interface expect caller to use attribute name define in PPPR server for example caller should use """"note"""" to access Description . Set calls will succeed only if user has editing privileges for that object. Method Index GetBooleanAttribute This gets an CATBoolean Attribute value of an input Object GetDoubleAttribute This gets a Double Attribute value of an input Object GetLongAttribute This gets a Long Attribute value of an input Object GetStringAttribute This gets a String Attribute value of an input Object SetBooleanAttribute This sets an CATBoolean Attribute value to an input Object SetDoubleAttribute This sets a Double Attribute value to an input Object SetLongAttribute This sets a Long Attribute value to an input Object SetStringAttribute This sets a String Attribute value to an input Object Methods o Func GetBooleanAttribute ( activateLink('CATBSTR','CATBSTR') iAttrName ) As activateLink('boolean','boolean') This gets an CATBoolean ..."
